,firstName,lastName,commonName,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,alternatePositions_0_label,playerAbilities_0_label,playerAbilities_0_description,playerAbilities_0_type_label,playerAbilities_1_label,playerAbilities_1_description,playerAbilities_1_type_label,playerAbilities_2_label,playerAbilities_2_description,playerAbilities_2_type_label,playerAbilities_3_label,playerAbilities_3_description,playerAbilities_3_type_label,playerAbilities_4_label,playerAbilities_4_description,playerAbilities_4_type_label,playerAbilities_5_label,playerAbilities_5_description,playerAbilities_5_type_label,playerAbilities_6_label,playerAbilities_6_description,playerAbilities_6_type_label,nationality,team_name,position_name,position_positionType_name,acceleration,agility,jumping,stamina,strength,aggression,balance,ballControl,composure,crossing,defensiveAwareness,dribbling,finishing,freeKickAccuracy,gkDiving,gkHandling,gkKicking,gkPositioning,gkReflexes,headingAccuracy,longPassing,penalties,positioning,reactions,shortPassing,shotPower,standingTackle,vision,volleys,alternatePositions_1_label,alternatePositions_2_label
536,Boulaye,Dia,,180,3,4,1,Serie A Enilive,75,Center Attacking Midfielder,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,,,,,,,,,,,,,,,,,,,Senegal,Latium,Striker,Attack,81,76,87,74,74,65,70,79,78,55,39,79,83,49,11,10,15,14,10,76,64,81,81,78,75,84,42,72,75,,
537,Mario,Hermoso Canseco,Mario Hermoso,184,2,3,2,Serie A Enilive,76,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Block,Increased reach and success in blocking,Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,Spain,AS Roma,Center Back,Defense,71,70,88,72,80,83,61,76,77,71,78,67,42,55,13,8,10,5,8,83,76,45,63,77,79,66,81,66,41,,
538,Édouard,Mendy,,197,1,2,1,ROSHN Saudi League,86,,Footwork,"Exclusive foot saves, better performance on low shots",Play Style,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",Play Style,,,,,,,,,,,,,,,,Senegal,Al Ahli,Goalkeeper,Defense,33,50,64,36,72,22,33,31,57,10,10,18,5,14,78,77,75,79,81,10,54,13,6,80,54,56,11,50,9,,
539,Ermedin,Demirović,,185,3,3,1,Bundesliga,84,,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,,,,,,,,,,,,,,,,Bosnia and Herzegovina,VfB Stuttgart,Striker,Attack,68,70,80,80,77,77,71,81,73,69,38,78,84,53,9,8,9,7,6,71,66,62,83,82,79,85,39,78,76,,
540,Predrag,Rajković,,191,1,2,1,ROSHN Saudi League,85,,Far Throw,Unique goalkeeper throw animations with longer throw distance,Play Style,Footwork,"Exclusive foot saves, better performance on low shots",Play Style,,,,,,,,,,,,,,,,Serbia,Al Ittihad,Goalkeeper,Defense,33,32,62,26,66,25,29,18,32,13,11,8,9,10,78,78,76,79,84,13,42,20,4,73,31,57,10,43,8,,
541,Ayoub,El Kaabi,,182,3,2,2,Hellas Liga,76,,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Chip Shot,"Faster, more accurate chip shots",Play Style,,,,,,,,,,,,,,,,Morocco,Olympiacos FC,Striker,Attack,80,75,89,78,77,71,76,79,72,60,40,72,84,55,15,10,13,13,7,80,45,84,82,80,68,83,44,66,82,,
542,Nicolas,Jackson,,187,3,3,1,Bundesliga,78,,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,Senegal,FC Bayern München,Striker,Attack,81,72,89,81,77,70,71,79,77,62,30,81,81,50,12,7,12,7,7,76,62,60,83,80,77,79,40,73,76,,
543,Hans,Vanaken,,195,4,4,1,1A Pro League,77,Center Midfielder,Precision Header,Performs headers with increased accuracy and power.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,Belgium,Club Brugge,Center Attacking Midfielder,Midfielder,39,62,77,91,79,57,42,83,91,77,58,79,81,75,13,6,9,15,11,84,86,79,82,82,88,76,55,88,79,,
544,Fermín,López Marín,Fermín,174,3,4,1,LALIGA EA SPORTS,64,Center Midfielder,Precision Header,Performs headers with increased accuracy and power.,Play Style,,,,,,,,,,,,,,,,,,,Spain,FC Barcelona,Center Attacking Midfielder,Midfielder,76,83,70,71,44,58,81,82,78,64,43,82,79,55,8,14,8,7,7,76,78,63,82,76,81,70,74,81,57,Left Wing,Striker
545,Marcus,Rashford,,186,5,3,1,LALIGA EA SPORTS,70,Left Wing,Power Shot,Faster power shots with increased speed,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,England,FC Barcelona,Left Midfielder,Midfielder,87,77,82,64,65,52,69,80,76,78,30,83,79,75,11,6,15,7,14,71,72,85,80,77,78,93,29,80,73,Striker,
546,Christos,Tzolis,,179,4,4,1,1A Pro League,73,Left Wing,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,Greece,Club Brugge,Left Midfielder,Midfielder,85,84,78,85,63,70,85,81,78,72,33,84,78,66,15,10,12,6,10,68,74,68,79,77,78,78,39,78,76,,
547,Konstantinos,Fortounis,,183,3,5,1,ROSHN Saudi League,70,Left Wing,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,,,,,,,,,,Greece,Al Khaleej,Center Attacking Midfielder,Midfielder,71,76,72,67,66,65,70,82,81,77,47,80,79,80,16,15,16,13,11,62,82,76,77,78,83,76,38,84,72,Right Wing,Center Midfielder
548,Jérémy,Doku,,173,4,3,1,Premier League,66,Right Wing,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Trickster,Performs unique flick Skill Moves,Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,Rapid+,"Even higher sprint speed while dribbling, reduced error on knock-ons",Play Style Plus,,,,,,,Belgium,Manchester City,Left Wing,Attack,95,93,73,63,73,62,92,81,75,70,40,91,72,55,11,10,8,9,12,40,69,55,76,75,76,77,30,74,60,Left Midfielder,
549,Igor Guilherme,Barbosa da Paixão,Igor Paixão,168,4,2,1,Ligue 1 McDonald's,63,Left Wing,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,Brazil,OM,Left Midfielder,Midfielder,83,81,90,76,68,62,89,80,74,75,21,82,80,67,8,13,11,12,9,75,72,64,79,79,76,82,37,75,72,,
550,Jerdy,Schouten,,185,4,3,1,Eredivisie,74,Center Midfielder,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,,,,Holland,,Center Defensive Midfielder,Midfielder,60,66,73,71,75,70,77,79,83,59,82,75,58,36,11,7,6,5,14,66,79,58,62,78,81,65,80,78,52,Center Back,
551,Gonçalo Matias,Ramos,Gonçalo Ramos,185,2,4,1,Ligue 1 McDonald's,82,,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Precision Header,Performs headers with increased accuracy and power.,Play Style,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,,,,,,,Portugal,Paris SG,Striker,Attack,73,77,89,79,79,78,71,78,75,58,43,76,82,48,15,9,7,7,15,83,63,75,85,81,72,82,47,63,75,,
552,Dominic,Solanke,,187,3,2,1,Premier League,80,,Precision Header,Performs headers with increased accuracy and power.,Play Style,Acrobatic,"Perform volleys with increased accuracy, acrobatic volley animations",Play Style,,,,,,,,,,,,,,,,England,Spurs,Striker,Attack,68,67,88,87,84,75,68,79,78,55,40,78,81,48,9,15,14,9,10,83,60,82,83,80,77,82,35,70,77,,
553,Thomas,Müller,,185,3,4,1,MLS,76,Striker,Precision Header,Performs headers with increased accuracy and power.,Play Style,,,,,,,,,,,,,,,,,,,Germany,Whitecaps FC,Center Attacking Midfielder,Midfielder,53,67,73,63,66,62,68,80,88,85,47,77,81,59,6,7,11,14,14,79,79,70,90,88,83,78,57,87,84,Right Midfielder,
554,Vincenzo,Grifo,,180,4,2,1,Bundesliga,80,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Dead Ball+,"Set pieces with max speed, curve, accuracy, and preview line",Play Style Plus,,,,,,,Italy,SC Freiburg,Left Midfielder,Midfielder,73,78,65,81,65,52,76,82,77,88,48,81,73,88,10,12,8,8,14,47,76,74,79,82,81,85,41,78,73,Left Wing,
555,Armand,Laurienté,,171,4,3,1,Serie A Enilive,59,Left Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Trickster,Performs unique flick Skill Moves,Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,France,Sassuolo,Left Wing,Attack,93,91,64,82,48,48,92,80,76,74,30,84,76,85,13,13,8,14,15,45,66,56,79,76,76,81,40,74,74,,
556,Christian,Nørgaard,,187,3,3,1,Premier League,77,Center Midfielder,Precision Header,Performs headers with increased accuracy and power.,Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,,,,Denmark,Arsenal,Center Defensive Midfielder,Midfielder,52,61,72,82,78,80,67,76,77,68,77,69,63,65,11,9,13,14,11,69,80,62,66,80,79,72,80,70,51,,
557,Levi,Colwill,,187,2,3,2,Premier League,83,,Block,Increased reach and success in blocking,Play Style,,,,,,,,,,,,,,,,,,,England,Chelsea,Center Back,Defense,66,60,84,77,79,84,62,77,79,65,81,70,38,36,15,14,8,10,14,79,72,40,50,78,79,60,81,73,36,,
558,Maghnes,Akliouche,,183,4,3,2,Ligue 1 McDonald's,63,Center Attacking Midfielder,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,,,,,,,,,,,,,,,,France,AS Monaco,Right Midfielder,Midfielder,75,84,62,77,58,54,75,84,81,76,46,84,72,67,8,10,9,5,8,46,74,70,74,78,80,66,52,82,59,Right Wing,
559,Marco,Asensio Willemsen,Marco Asensio,182,4,3,2,Trendyol Süper Lig,76,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,,,,,,,,,,,,,Spain,Fenerbahçe,Right Wing,Attack,73,78,70,64,63,45,73,84,82,81,40,83,77,76,13,9,6,12,10,59,81,62,79,81,81,81,42,79,79,Striker,Right Midfielder
560,Kerem,Aktürkoğlu,,173,4,3,1,Trendyol Süper Lig,68,Left Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,,,,Turkey,Fenerbahçe,Left Wing,Attack,87,88,62,86,44,57,81,79,75,72,38,81,78,78,11,7,12,9,8,52,66,64,82,81,74,72,43,79,55,,
561,Jan Paul,van Hecke,,189,2,3,1,Premier League,79,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,,,,,,,Holland,Brighton,Center Back,Defense,66,55,90,70,79,83,60,73,78,50,80,70,35,65,11,9,8,7,5,77,80,55,35,79,80,70,80,74,30,,
562,Álvaro,García Rivera,Álvaro García,167,3,3,2,LALIGA EA SPORTS,61,Left Wing,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,Spain,Rayo Vallecano,Left Midfielder,Midfielder,90,87,58,75,34,34,93,79,77,82,55,80,74,50,11,8,10,10,14,49,75,55,77,77,78,71,45,77,65,,
563,Deniz,Undav,,179,3,5,1,Bundesliga,86,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Chip Shot,"Faster, more accurate chip shots",Play Style,Acrobatic,"Perform volleys with increased accuracy, acrobatic volley animations",Play Style,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,,,,Germany,VfB Stuttgart,Striker,Attack,67,73,82,70,80,79,86,83,82,67,25,78,83,66,9,12,9,11,13,75,64,72,83,80,80,84,37,82,83,,
564,Samuel,Chukwueze,,172,4,2,2,Premier League,70,Right Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,,,,,,,,,,,,,Nigeria,Fulham,Right Wing,Attack,91,85,66,62,58,47,82,82,72,76,40,86,75,58,13,7,9,7,6,44,66,55,78,77,77,78,32,76,70,,
565,Castello,Lukeba,,183,2,2,2,Bundesliga,84,Left Back,,,,,,,,,,,,,,,,,,,,,,France,RB Leipzig,Center Back,Defense,73,70,88,65,78,78,68,74,80,59,80,73,41,26,8,10,14,11,13,81,75,39,46,79,76,55,85,72,42,,
566,Carlos Henrique,Venancio Casimiro,Casemiro,185,2,3,1,Premier League,84,Center Midfielder,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Block,Increased reach and success in blocking,Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,Brazil,Man Utd,Center Defensive Midfielder,Midfielder,35,48,75,54,81,90,51,77,77,68,78,68,69,70,13,14,16,12,12,80,80,66,71,79,79,82,83,76,77,,
567,F. Evanilson,de Lima Barbosa,Evanilson,183,3,4,1,Premier League,80,,,,,,,,,,,,,,,,,,,,,,,Brazil,AFC Bournemouth,Striker,Attack,75,69,86,74,78,73,69,79,78,47,22,78,81,50,13,11,6,14,7,77,67,69,84,83,75,81,41,70,79,,
568,Abdülkerim,Bardakcı,,185,2,2,2,Trendyol Süper Lig,80,Left Back,Precision Header,Performs headers with increased accuracy and power.,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Bruiser,Stronger physical tackles,Play Style,Turkey,Galatasaray,Center Back,Defense,58,62,86,82,87,84,64,72,76,74,83,68,38,35,13,7,12,7,15,82,75,48,68,75,74,66,80,67,70,Left Midfielder,
569,Arthur,Theate,,185,2,3,2,Bundesliga,78,Left Back,Precision Header,Performs headers with increased accuracy and power.,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,,,,,,,Belgium,Frankfurt,Center Back,Defense,66,64,82,82,82,82,56,75,77,68,81,70,23,37,7,6,12,11,10,75,76,32,29,80,77,70,81,70,24,Left Midfielder,
570,Jadon,Sancho,,180,5,3,1,Premier League,76,Right Wing,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Trickster,Performs unique flick Skill Moves,Play Style,,,,,,,,,,,,,,,,England,Aston Villa,Left Wing,Attack,82,90,62,64,58,47,90,87,83,73,38,87,74,67,7,11,10,11,13,40,70,73,78,78,80,75,35,80,70,Left Midfielder,
571,Pau,Francisco Torres,Pau Torres,191,2,2,2,Premier League,80,,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,,,,,,,,,,,,,,,,,,,Spain,Aston Villa,Center Back,Defense,66,56,84,71,73,73,52,79,82,64,83,64,31,54,11,13,13,13,9,85,80,42,66,80,81,58,82,77,41,,
572,Ricard,Puig Martí,Riqui Puig,169,3,3,1,MLS,56,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,,,,,,,Spain,LA Galaxy,Center Midfielder,Midfielder,74,82,52,79,33,66,84,84,78,60,43,81,72,51,12,15,14,12,9,49,83,55,78,78,89,70,55,86,56,Center Defensive Midfielder,
573,Borja,Iglesias Quintás,Borja Iglesias,187,3,3,1,LALIGA EA SPORTS,86,,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,,,,,,,,,,,,,Spain,Celta,Striker,Attack,59,53,85,64,84,73,67,80,80,54,40,74,83,68,14,12,16,13,16,83,72,90,85,80,78,85,36,80,75,,
574,Odilon,Kossounou,,191,2,3,1,Serie A Enilive,82,,,,,,,,,,,,,,,,,,,,,,,Côte d'Ivoire,Bergamo Calcio,Center Back,Defense,74,62,80,76,79,78,56,69,73,58,80,66,26,23,5,8,6,10,6,79,74,32,44,76,76,52,83,57,28,,
575,Florentino,Morris Luís,Florentino,184,2,2,1,Premier League,76,Center Midfielder,Precision Header,Performs headers with increased accuracy and power.,Play Style,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Bruiser,Stronger physical tackles,Play Style,Portugal,Burnley,Center Defensive Midfielder,Midfielder,55,73,73,85,78,78,68,74,75,41,81,72,35,44,6,14,14,10,14,67,76,38,67,76,77,65,82,69,36,Center Back,
